position_idx,position,match_title
909,Customer Service Representative with Business Management Experience,Customer Service Representative
910,Process Integration Engineer at Texas Instruments,Integration Engineer
913,Field Application Specialist | Clinical Laboratory Scientist | Project Management Skills,Project Management Specialist
915,Assistant Supervisor Administrative Assistant - Education at Mayo Clinic Graduate School of Biomedical Sciences,School Supervisor
917,Environmental Technician at Institute for Environmental Assessment,Assessment Technician
918,District Manager,General and Operations Managers - District Manager
919,Assistant Golf Pro,Golf Assistant
920,International Senior Credit Analyst/Credit and Collections at GNC Livewell,Credit and Collections Analyst
921,Medical ICU Nurse Practitioner at Bridgeport Hospital/Yale New Haven Health,Nurse Practitioner (NP)
922,Dermatology Physician Assistant,Dermatology Physician
924,Home Maker,Maker
926,Teacher,Teacher Advisor
929,Occupational Therapist at CenterWell Home Health,Home Health Occupational Therapist
930,Vice President of Government and Community Affairs at Union Community Health Center,President
933,Mental health / Substance use disorder Administrator,Administrator
934,Judaic Studies Teacher | Graduate Student at Azrieli Graduate School of Jewish Education and Administration,Education Teacher
935,Diagnostic Medical Sonographer at The University of Texas M.D. Anderson Cancer Center,Diagnostic Medical Sonographer
936,Executive Assistant - Finance at YMCA,Executive Assistant
937,Real Estate Agent at Century 21,Real Estate Agent
938,"Substitute Teacher, Elementary Education Major at The University of Northern Iowa",Education Teacher
939,Energy and Construction Consultant/ Associate Professor,C++ Professor
944,Family man | Air Force Veteran | Insurance Broker License# 3020984,Insurance Broker
946,Outpatient Coder at Valley Children's Healthcare,Coder
948,HR Liaison ~ Aspiring Healthcare Administrator,Administrator
950,Senior Technology Business Services Consultant,Technology Consultant
951,Company Manager at The Country Kennel Inc.,Kennel Manager
953,Sr. Deputy Design Director,Director
954,Certified Electrician 1 at Sunrun,Electrician
955,State Farm Agent,Farm Agent
956,Training Specialist at U.S. Army TACOM LCMC,Job Training Specialist
957,Endpoint Specialist | CRM Enthusiast | Professional Average Gamer,Gamer
964,President and founder,President
965,Para Educator at Xavier Charter School,Para Educator
966,"Senior Director and Media Producer Retirement Media, Inc. (PA)",Media Director
968,Nonprofit Tech Consultant & Certified Product Manager,Product Manager
970,British LL.B.; US LL.M.| Seeking Law Related Trainee Opportunities & Management Trainee| Paralegal| Ambassador to Promote Fundamental Law of Macao| Volunteer,Management Trainee
972,Labeling Documentation Specialist,Loan Documentation Specialist
973,Student Athlete at Upper Iowa University,Athlete
981,"Master of Social Work Student at Temple University | Life Skills Counselor | Trauma-Informed Case Management with multiple populations including youth, crisis, survivors, LBGTQ+, and Intellectual Disabilities",University Counselor
983,Because No One Should Pay A Nickel More In Taxes Than They Owe/Tax Attorney and Consultant,Tax Consultant
984,Deck Cadet at Military Sealift Command,Cadet
985,Director of Marketing and Community Relations,Community Relations Director
988,Certified Pharmacy Technician III at Omnicell,Certified Technician
989,Office Manager at The Mindset Counseling Group,Group Manager
990,Deputy Sheriff at Dauphin County Sheriff’s Office,County Sheriff
993,"IRB Board Director, Non-Affiliated Advarra IRB",Director
994,Client Services Account Manager at MERRILL CORPORATION LTD.,Services Manager
996,"Community organizer in food justice, LGBTQ+ rights & HIV support, and racial equity",Justice
997,"Retired Clinical Proj.Mgr.(AstraZeneca1973-2011),Private Pilot (VFR,SEL), Lowe's Seasonal Assembler 2012>",Private Pilot
1000,Network Engineer,Computer Network Support Specialists - Cloud Engineer
1005,"President, General Manager Hagie Manufacturing a John Deere Company",President
1007,"AVP | Commercial Escrow Officer, Fidelity National Title | National Commercial Services",Commercial Escrow Officer
1008,Deputy Fire Chief at Hayward Fire Dept.,Chief Deputy
1009,President at Treasure Coast Property Solutions LLC,President
1010,System Administrator II,Administrator
1013,Payroll and Purchasing Secretary at NYC Department of Education,Payroll Secretary
1014,"President & Owner, BOMAR Mgt & Consulting Svcs",President
1015,Territory Sales/Food Broker/Sales Manager,Sales Manager
1016,Financial Relationship Banker - Registered - Huntington National Bank | Registered Investment Representative - Huntington Financial Advisors,Financial Representative
1017,SLED Account Manager,Sales Account Manager
1018,Allocation Analyst,Location Analyst
1019,Benefits Analyst,Benefits Analyst
1020,Speech-Language Pathologist at Newport Hospital,Language Pathologist
1021,Artist-in-Chief at Freelance Graphic Design and Art,Freelance Artist
1022,8 years of Data and Research Analyst in Healthcare!,Research Data Analyst
1023,Electrical Manufacturing Engineer,Electrical Engineer
1029,CDL A Truck Driver,CDL-A Flatbed Truck Driver (Commercial Driver's License Class A Flatbed Truck Driver)
1030,Manufacturing Engineer at TG Fluid Systems,Manufacturing Engineer
1031,Industrial Hygiene Graduate Student | University of Iowa,Graduate Student
1035,Graduate Student at School of Pharmacy and Pharmaceutical Sciences- State University of New York at Buffalo,Graduate Student
1036,Registered Nurse,Registered Nurse Clinical Information Systems Coordinator (RN Clinical Information Systems Coordinator)
1037,"Chief Financial Officer for Northwestern Mutual Financial Network, Oklahoma/Northwest Arkansas",Chief
1038,Tax Manager at Caterpillar Inc.,Tax Manager
1039,"PFS Revenue Cycle Director, Strategist & Executive Consultant.",Executive Director
1043,Mechanical Design Engineer at Carter Aviation Technologies,Aviation Engineer
1044,Sr. Software Engineer at Bloomberg LP,Software Engineer
1045,Musculoskeletal Radiologist at Zwanger-Pesiri Radiology,Musculoskeletal Radiologist
1047,Personal Trainer,Athletic Trainers - Personal Trainer
1050,ISC Supervisor at Honeywell,Supervisor
1051,Graduate Research Assistant in Chemical Engineering,Research Assistant (RA)
1052,"Maintenance Worker at PERFORMANCE ABATEMENT SERVICES OF CALIFORNIA, INC.",Abatement Worker
1053,National Account Manager - Meijer at Reckitt,National Account Manager
1054,Attorney,Attorney
1055,Aspiring Software Engineer | Biology Graduate From UCR,Software Engineer
1057,Independent Consultant at Capen Enterprises,Independent Crop Consultant
1059,Chief of Police,Chief
1060,Quality and Safety Manager at Pearson’s Candy Company,Quality and Food Safety Manager
1061,IOP Director/ Clinical Psychologist,Clinical Director
1062,Geologist,Consultant Geologist
1063,Business Development Manager,Marketing Managers - Business Development Manager
1064,Pharmacy Technician,Accredited Pharmacy Technician
1065,"Health Insurance Agent, Medicare, Individual & Small Group",Health Insurance Agent
1067,Psychiatric Nurse,Registered Nurses - Psychiatric RN (Psychiatric Registered Nurse)
1069,"Executive Recruiter at Direct Recruiters, Inc. | Specializing in Labels & Narrow Web",Executive Recruiter
1072,"Content Manager at Spring City Aviation, Inc.",City Manager
1073,Aerospace Medical Service Specialist at United States Air Force,Job Service Specialist
1075,"Highly motivated certified medical assistant with 3 years of experience dedicated to providing excellent patient care, effective communication, and critical thinking skills.",Communication Assistant
1076,Lead Photographer at Roberto Farren Photography,Photographer
1085,Los Angeles Photographer / Creative Director,Director
1086,Project Manager at Andrew Winch Designs,Project Manager (PM)
1090,Assistant Professor/Archivist at University of Northwestern - St. Paul,University Professor
1091,Customer focused business professional who thrives in team environment.,Business Professional
1092,Front Office Supervisor at MERIDIAN OBSTETRICS AND GYNECOLOGY PC,Supervisor
1094,Correctional Officer,Probation Officers and Correctional Treatment Specialists - Attendance Officer
1095,CSUMB Physician Assistant Student,Physician's Assistant
1098,Manager Process Engineering at Carle Health Central Illinois,Process Engineering Manager
1100,Retired Cytotechnologist,Cytotechnologist
1104,Family and Consumer Ed. Facilitator at Shell Lake School District,Facilitator
1105,Business Loan Consultant,Loan Consultant
1106,Consulting Systems Engineer,Solar Energy Systems Engineers - Consulting Engineer
1107,Assistant Professor at Montana State University Billings,University Professor
1108,Certified Personal Trainer - helping people maintain quality of life (QOL) and promoting a longer lifespan.,Certified Personal Trainer
1110,VP of Patient Services at CompassCare Pregnancy Services MBTI (Myers-Briggs) Certified Practitioner TeamWorks Director - Leadership team development,Leadership Director
1111,School Psychologist at Leicester Middle School,School Psychologist
1115,"Vice President of Research and Development at USL Financials, Inc.",President
1116,QA Specialist,Applications Quality Assurance Specialist (Applications QA Specialist)
1117,Information technology at Fresno County Clerk Services,Services Clerk
1123,"Experienced Realtor at Coldwell Banker Residential Brokerage Relocation, New Homes, Negeotiation Specialist",Residential Specialist
1129,Financial Specialist at Airgas,Financial Specialist
1136,"Field Service Engineer/ Software Support at BadgePass, Inc.",Software Engineer
1137,Media Producer,Special Effects Artists and Animators - Media Producer
1138,"Sr. Associate Relations Advisor, Centura Health | Beginner Cyclist | Avid Reader",Advisor
1141,Regional Vice President at Primerica Financial Services,President
1142,Owner/Operator Water's Edge Day Spa,Water Operator
1143,Senior Software Engineer at FASHIONPHILE,Software Engineer
1145,Real Estate Broker at Village Properties,Real Estate Broker
1149,Director of Analytics at Presence,Director
1150,Internal Auditor at The Kraft Heinz Company,Auditor
1151,Digital Project Manager @ Recognition Media | SPOPC,Digital Project Manager
1152,Director - Logistics & Distribution at Snak King,Logistics Director
