position_idx,position,match_title
779,"Director of Communications, Academic Affairs and the Graduate School",School Director
780,Admin. for Dental Prior Approval unit at CSRA,Prior
781,Senior Recruiter at Jobot,Recruiter
785,Operations Manager || CXRA Staffing,Staffing Manager
792,Sociology/Criminology and Criminal Justice,Justice
793,Quality Technician II at Amazon,Air Quality Technician
794,Patient Care Assistant at Traverse Health Clinic,Clinic Assistant
795,Project Director at Southarkansas Community College,Community Director
796,Paralegal,Certified Paralegal
797,Faculty Workload Administrator at University of Rochester School of Nursing,Administrator
799,Entry Writer at Yusen Logistics (Americas) Inc.,Entry Writer
801,Pharmacy Program Manager,Pharmacy Manager
806,Audit Associate at N&K CPA,Audit Associate
810,CPA & Staff Tax Analyst at Qualcomm,Tax Analyst
811,Pediatric Intensive Care Unit Registered Nurse | Phoenix Children's Hospital,Pediatric Nurse
815,Student,"Education Administrators, Kindergarten through Secondary - Student Dean"
816,"Patient LMSW holder who utilizes systems theory and a strengths-based, client-centered approach.",Holder
819,"Project Manager / Sales Engineer at KW International, Upstream & Midstream Business Development",Sales Manager
822,Graduate Student - BGSU,Graduate Student
827,Graduate Mechanical Engineer at Cal Poly San Luis Obispo,Mechanical Engineer
831,Emergency Physician,Emergency Medicine Physician Assistant (Emergency Medicine PA)
832,"Author, Editor, Book Developer, Baker, Caterer",Book Editor
835,Content Marketing Manager at eMoney Advisor,Advisor
836,System Administrator at Gruber Power Services,Administrator
837,"Dean, Division of Business, Leadership and Communication at Columbia College (SC)",Business Dean
839,Office Coordinator,Medical Office Coordinator
842,Executive Director of The Big Bus and Marketing and Membership Coordinator at The Arts Council of Westerville,Executive Director
843,"Credit Manager at Doggett Heavy Machinery Services, LLC",Credit Manager
844,Project Control Analyst at X-Energy,Control Analyst
845,Thermal Engineer,Thermal Systems Engineer
850,Paramedic,Critical Care Paramedic
851,Orthopedic Surgeon at Signature Medical Group,Orthopedic Surgeon
852,Executive Chef at Hgi,Executive Chef (Ex Chef)
854,"Manager, Programs & Events at Minneapolis Area REALTORS®",Area Manager
855,Director of the Shrine of Lourdes in Litchfield and Montfort House Spiritual Center at Montfort Missionaries USA,Director
856,Accountant II at Wings Financial Credit Union,Accountant
858,Salesman,Parts Salesman
860,Sales Specialist,Sales Training Specialist
861,Search Specialist at Algolia,Search Specialist
862,Dual enrollment advisor,Advisor
865,"Chief Scientific Officer, Silver Fern Healthcare",Chief
866,Program Director at Girls Inc. Carpinteria,Director
871,Vice President of Operations at Associated Time On Demand,President
872,Integrated Hydrology Model Development and Support,Model
876,Area Director at National HME,Director
878,Child and Adolescent Psychiatry Fellow,Child and Adolescent Psychiatry Physician
881,Historical Interpreter Somerset Place State Historic Site,Historic Interpreter
886,Worship Pastor at Grassy Pond Baptist Church,Church Pastor
889,Patient Safety Coordinator with Atrium Health,Patient Safety Coordinator
893,Field Service Technician at Crown Lift Trucks,Field Service Technician (Field Service Tech)
897,General Manager Precision Coating Bedford,General Manager (GM)
903,"Senior Vice President, System Development at Ever-Green Energy, LLC",President
905,Office Manager ǀ MFA ǀ Writer by night,Night Manager
906,Project Manager in Healthcare Advertising,Healthcare Manager
907,New Canaan Realtor and Attorney,Attorney
908,Performance Media Manager at Safelite,Media Manager
910,Sr. Biostatistician and Statistical Programmer,Biostatistician
913,Cultural Arts Supervisor at Oswegoland Park District,Supervisor
915,Substation electrician at Central Power Electric Co-Op,Electrician
917,Assistant Chief at U.S. Department of Justice,Justice
919,Finish carpenter at Vons Cabinets. Building is my passion!,Building Carpenter
921,German and Choral Music teacher at St. Xavier High School,German Teacher
922,Senior Vice President - ECS- Public Sector AMER,President
925,President & COO at Valley Extrusions,President
930,General Superintendent Construction at Aggregate Industries US,Construction Superintendent
932,Nuclear Chemistry Supervisor & Sr Chemical Engineer at Exelon/Constellation,Chemical Engineer Supervisor
933,Assistant Professor at University of the District of Columbia,University Professor
934,Supervisor at Custom Building Products,Supervisor
935,NOC Tier II Engineer,Tier
936,HR/training manager,Training Manager
937,Telecommunications Technician at Peace Communications,"Telecommunications Equipment Installers and Repairers, Except Line Installers - Communications Technician"
938,M&A Advisor | Business Sales Specialist | Business Owner,Advisor
939,Registered Nurse at Progeny Health,Registered Health Nurse
940,Physical Education Teacher's Assistant at Bebensee Elementary School,Education Teacher
942,Nursing,Chief Nursing Officer
944,Supply Chain Team Leader,Team Leader
947,Software Development Engineer at AWS DocumentDB Team,Software Development Engineer
950,"Director of Human Resources & Legal Contracts at Media, PR & Entertainment Marketing Group",Media Director
952,"Clinical Program Manager, Neuroscientist, Certified Genetic Counselor, Research Advisor",Clinical Program Manager
953,PMP Certified Project Manager,Project Manager (PM)
954,Chauffeur at Avalon Trans,Chauffeur
959,Receptionist at Guild Mortgage,Receptionist
961,"Supervisor, Connections Planning at Havas",Supervisor
962,Business Administration Grad,Business Administration Professor
965,Pastel Instructor at Livonia Visual Arts Association,Visual Arts Instructor
967,"Senior Director, U.S. Brand Partnerships",Director
968,Employment Specialist,Equal Employment Opportunity Specialist (EEO Specialist)
972,Engineer,Treasurers and Controllers - Financial Engineer
973,Detailing Supervisor at New Millennium- A Steel Dynamics Company,Supervisor
976,Project Manager and People Manager at Interamerican Development Bank (HQ),Bank Manager
978,"Sr. Software Developer at TextPower, Inc.",Software Developer
980,"Postdoctoral Fellow at the Institute for Earth, Computing, Human and Observing (ECHO) at Chapman University",Postdoctoral Fellow
983,Customer Service Center Manager at Superior Plus Energy Services,Energy Services Manager
984,"Sr Specialist, Product Sales Support & Analysis",Analysis Specialist
985,Parts Manager,Auto Parts Manager
987,Sales Account Manager at Future Electronics,Sales Account Manager
990,Chief Operating Officer at Moneta,Chief
991,Executive Assistant,Executive Secretaries and Executive Administrative Assistants - Administrative Assistant
993,Payroll Manager,Compensation and Benefits Managers - Payroll Manager
994,Analyst - Investment Management Group at ALM First,Investment Analyst
996,Manufacturing Engineer at Triumph Aerostructures - Vought Aircraft Division,Aircraft Engineer
997,Regional Vice President - Southeast at National Association of Mutual Insurance Companies (NAMIC),President
998,Information Technology Communications & Change Management Consultant,Change Management Consultant
999,Account Manager,Advertising and Promotions Managers - Account Manager
1000,"Engineering Manager, CRM Delivery",Delivery Manager
1002,Administrative/File Clerk,File Clerk
1004,Sports Broadcaster,Broadcaster
1006,General Manager at SITECH Ohio,General Manager (GM)
1009,Art Educator,"Art, Drama, and Music Teachers, Postsecondary - Art Educator"
1012,Sales & Hospitality Innovator / Operations Leader / Collaborator / Trusted Business Partner / Team Mentor,Team Leader
1014,Real Estate Broker in Evanston at Coldwell Banker,Real Estate Broker
1015,Family Medicine Physician at UCLA Health,Family Medicine Physician
1016,GIS Technical Lead/Architect - Kinder Morgan Inc,Technical Architect
1019,Chef,Chef Manager
1020,IT Support Specialist,Computer User Support Specialists - Information Technology Specialist (IT Specialist)
1026,Retired - Applications Systems Analyst at City of Tampa,Applications Systems Analyst
1028,Senior Sales Director - High Tech at NetSuite,Sales Director
1033,Event Planner at The Cam Sloan Group,Event Planner
1034,Accounting Professor and Director of Accounting Program at Bowie State University,Accounting Professor
1035,"Marketer, Advertiser, Designer, Creater, Manager, Leader, Mother",Marketer
1036,"Owner / President at Waite Communication & Professional Development, LLC",President
1038,"Director, Risk & Quality - Florida Division",Quality Director
1041,Associate Vice President of Continuing Education at Martin Community College,President
1047,Career Consultant at MedicalSolutions,Career Consultant
1048,Composer | Conductor | Orchestrator,Orchestrator
1049,"Director, VIP Preschool",Preschool Director
1050,Principal at Alliance Susan and Eric Smidt Technology High School,High School Principal
1055,Financial Representative at Northwestern Mutual,Financial Representative
1058,Results Oriented Technical Writer,Technical Writer
1062,Travel & Logistics Representative-3rd party FedEx Freight,Freight Representative
1064,Oracle Cerner - Team Lead / Senior Software Engineer - Laboratory Automation Development,Software Development Engineer
1065,"Owner Developer and Creature at A SPLASH of LIFE Kansas City, Missouri",C Developer
1067,Insurance Customer Service Representative at FIB Insurance,Insurance Representative
1069,Front End Developer/QA Engineer in training,Training Developer
1071,Senior Partner Manager at ESL Gaming,Gaming Manager
1074,Trial Attorney at Allstate,Attorney
1081,Director at Gagosian Art Advisory,Art Director
1082,Manager of Human Resources at ConnectLife,Human Resources Manager (HR Manager)
1085,Broker Associate Coldwell Banker,Banker Associate
1089,Senior Project Manager | Certified Scrum Master | Agile Transformation Specialist,Scrum Master
1092,Lead Aircraft Maintenance Technician at United Airlines,Aircraft Maintenance Technician (Aircraft Maintenance Tech)
1095,Certified scrum master with 4+ years of work experience having keen ability to understand and build complex systems. Passionate to work on challenging projects and deliver great customer centric products and features.,Scrum Master
1100,Instrumentation Engineer II at Hargrove Engineers + Constructors,Instrumentation Engineer
1101,Special Education Teacher,Education Teacher
1102,Sr. Manager Data Analytics at Target,Data Manager
1105,Benefits Opportunity Specialist | Market Analyst | Sustainability Management,Benefits Analyst
1106,Cashier Sales Associate at Victoria Secret,Cashier Associate
1107,machine control engineer at Creative Foam Corp,Control Engineer
