position_idx,position,match_title
854,Student at Hunter College • Marketing Lead at Aesthetic Lounge NYC,Hunter
855,Director at Kaiser Permanente,Director
856,Knowledge Advisor,Advisor
859,Service Desk Analyst at AMSURG,Service Desk Analyst
860,Funeral Director/Embalmer at Harry Mckneely & Son Funeral Homes and Crematory,Director
862,Materials Engineer at LM Wind Power,Materials Engineer
863,Supervisor at Target,Supervisor
865,"Claims Adjuster at Southern Farm Bureau, AIC, AINS",Claims Adjuster
866,Systems Engineer Specialist at Blue Cross and Blue Shield,Systems Specialist
870,"Vice President / Managing Director, Legal Search at Encore Search Partners, LLC",President
872,Information Technology Manager at Bonset America Corporation,Technology Manager
875,"Strategic Finance Executive, Trusted Business Partner to Leadership and Boards | Builds High-Performing Diverse Teams | Catalyst for Change & Transformation while Delivering Sustainable Results",Business Executive
877,Software Engineer at Readyworks,Software Engineer
878,Implementation and Training Specialist,Job Training Specialist
880,Associate Attorney at Holland & Knight LLP,Attorney
881,Dog Daycare Attendant,Dog Daycare Attendant
883,"Occupational Therapist at THE LEARNING FOUNTAIN, INC.",Occupational Therapist (OT)
885,Teacher-Curriculum Designer,Curriculum Designer
886,"indexer at Southwest Securities, Inc.",Indexer
887,Independently Licensed Mental Health Practitioner at University of Nebraska at Kearney,Mental Health Practitioner
889,"Environmental Professional. 37 Years Environmental Project Support in both Private Industry, Regulatory and Govt. Recently Voluntarily Resigned from CPCCO to support other Hanford, WA. and OR. Statewide Ventures",Environmental Field Professional
890,freelance editor/proofreader,Proofreader
893,Professional Organizer,Professional Organizer
894,Dealer Account Executive,Account Executive
897,Safety Director,Safety Council Director
899,Community Health Worker/Community Organizer,Community Health Worker (CHW)
901,Project/Construction Management | Superintendent | Mechanical Engineering,Construction Superintendent
906,Application Development,Computer and Information Systems Managers - Application Development Director
907,Administrative Assistant,"Business Operations Specialists, All Other - Administrative Assistant"
908,"Manager, Data Analysts at Definitive Healthcare",Healthcare Manager
909,Chief Juvenile Probation Officer/Department Supervisor at Washington County,Juvenile Officer
911,Correctional Lieutenant and Counselor,Correctional Counselor
912,property manager,Property Disposal Manager
913,Passionate software engineer who likes impactful and meaningful work,Software Engineer
915,Social Worker,Psychiatric Social Worker Supervisor
918,Director of Rehab at Martha's Vineyard Hospital,Hospital Director
919,Great Lakes Regional Sales Manager at Papillon Agricultural Company,Regional Manager
920,Surgical Technologist (CST),Technologist
922,Administrative assistant,"Business Operations Specialists, All Other - Administrative Assistant"
923,Counselor at Muskegon Community College,College Counselor
924,Sales and Management Trainee,Management Trainee
925,"Sr. Professional Recruiter (Accounting/Finance, HR, Marketing, Administrative/Customer Service)",Recruiter
927,Chemistry/biology Teacher,Chemistry Teacher
928,HMDA/CRA Manager CMCP 1 at Mascoma Bank,Bank Manager
930,D.C. Barred Attorney currently working as a Law Clerk at the U.S. Securities and Exchange Commission,Attorney
932,"Teacher, Educational Writer, Consultant",Educational Consultant
933,"Content Marketer, Bloomberg Second Measure at Bloomberg LP",Marketer
935,School Counselor at Hartford Union High School,High School Counselor
936,Sr. Salesforce Administrator/Developer,Administrator
942,General Contractor and Tree Service Worker serving Southwest Michigan,General Contractor
944,Development Manager and Strategist,Web Development Manager
945,ACCOUNTING MANAGER,Financial Managers - Accounting Manager
948,Client Service Associate with RubinBrown Advisors,Client Associate
949,Member:National Anti-Corruption Strategy || Jurist French/English Common Law || Independent Consultant ASSEDI || CEO ASSEDIC || Member African Diaspora women. || DevOps Engineer,DevOps Engineer
950,Realtor,Real Estate Brokers - Realtor
953,Relationship Banker,Branch Relationship Banker
955,"Director, Center of Expertise for Archaeological Curation and Collections Maanagement at U.S Army Corps of Engineers",Director
956,"Commercial Credit Lending Officer, VP",Commercial Credit Officer
957,CX Associate at Local Locker | Computer Science Graduate Student at Johns Hopkins University,Graduate Student
960,Phlebotomist 2,Certified Phlebotomist
965,Assistant Professor- Athletic Training Education Program at Western Carolina University,Education Professor
966,Graphic Design Professional,Graphic Design Professor
968,Bartender at Omni Hotels & Resorts,Bartender
969,"Associate Attorney at The Law Offices of Melissa A. Day, PLLC",Attorney
970,"Civil Rights Director, Pacific Northwest Research Station",Director
973,Project Manager at Roebbelen Contracting,Contracting Manager
974,Videographer - Editor - Producer - Drone Pilot - Storyteller - CDL Driver,Videographer
975,Commercial Banker-Planters Bank,Commercial Banker
977,Computer Science Major Math Minor at CUNY Queens College | CUNY Tutor Corps Math+CS Tutor,College Tutor
978,Director of Sales,Sales Director
983,Prepress Graphic Designer CHRISTUS Print Services,Graphic Designer
985,"Principal, Redmond High School, LWSD",High School Principal
987,Intelligence Oversight Specialist at United States Department of Defense,Intelligence
989,Licensed Clinical Social Worker,Healthcare Social Workers - Licensed Clinical Social Worker (LCSW)
990,"Senior Vice President, Data Sales",President
995,Market Director Clinical Professional Development at HCA Capital Division Richmond Market,Division Director
996,Global Director of Sales,Sales Director
997,Operations Manager at Seland‘s Karpetland,Gas Operations Manager
998,CEO,Chief Executive Officer (CEO)
1001,Former Executive Director of Ulysses S. Grant Cottage,Executive Director
1002,Customer Service and Sales,Inside Sales and Customer Service Representative (Inside Sales and Customer Service Rep)
1004,Landscape Designer,"Architects, Except Landscape and Naval - Green Building Materials Designer"
1009,Director - ERP Systems and Inventory,Director
1011,"Chef, Pastry Chef, Bakery Manager",Chef Manager
1012,Senior Advanced Technical Support Engineer at Clario,Technical Engineer
1014,Project Accountant at Okland Construction,Accountant
1015,Sports Statistician | Seasonal Assistant Coach,Sports Statistician
1016,Health Insurance Specialist at Centers for Medicare and Medicaid Services,Health Specialist
1017,Support Consultant at Quorum Software,Software Consultant
1018,Customer Service Representative at WorkflowOne,Customer Service Representative
1019,Electrical Engineer at DENNIS GROUP,Electrical Engineer
1026,Business Intelligence Specialist at Ongweoweh Corp,Intelligence
1027,Part-Time Software Engineer at Arctech Charge,Software Engineer
1028,"Sr. System Administrator at SMS Data Products Group, Inc",Administrator
1034,Electrical Engineer at Jacobs,Electrical Engineer
1035,Outdoor Educator,Outdoor Educator
1038,Direct care professional at James L. Maher Center,Direct Care Professional
1041,Division Order Analyst,Order Analyst
1042,Chief Operating Officer - EVP,Chief
1043,"CEO at Pop's Manna CEO THE NATHANAEL PROJECT Visionary, Mentor, Coach, Advocate for the Disabled - Popsmanna.com",Coach
1044,Vice President Financial Consultant,President
1045,Women's Health Nurse Practitioner,Women's Health Care Nurse Practitioner
1047,Server at Tuscan House,Server
1053,General Manager at Holiday Inn Club Vacations,General Manager (GM)
1054,Certified Presence-Based® Coach | Industrial & Organizational Psychologist | Speaker | Collaborative Consultant | Leading from the Inside Out,Industrial Psychologist
1056,Managing Broker/Owner at Gullo & Associates,Managing Broker
1057,Mandarin Chinese Instructor,Chinese Instructor
1058,Engineer at Office of Naval Intelligence,Naval Engineer
1061,iOS Software Engineer at Smartsheet,Software Engineer
1063,Logistics Officer,Logistics Supply Officer
1064,Cardiovascular MRI Specialist,"Physicians, All Other - Cardiovascular Disease Specialist"
1065,"Owner, Brown Insurance Agency",Agency Owner
1066,Community Health Medic at Portland Fire & Rescue,Fire Medic
1068,Vice President - Global Marketing & Commercial Partnerships at Mastercard,President
1071,Safety and Training Coordinator at Evonik - North America,Safety and Training Coordinator
1074,Vice President Private Client Division West FREIDA ROTHMAN | Sales & Team Leader | Marketing | Entrepreneur,President
1077,Senior Vice President at Anco Insurance,President
1078,Chief Executive Officer at Trail Mix Creative,Executive Officer
1080,"Special Education Teacher, EBD ISD 720",Education Teacher
1084,Account Executive - Public Sector at SHI International Corp.,Account Executive
1086,Looking for Internships (Summer 2023) | MSCS @University Of Southern California | Software Engineer | UI/UX Designer,Software Designer
1088,"President at Box 15 Club, Inc.",President
1089,Para-professional at Abc bus company,Para Professional
1090,I.T. Specialist at Department of Veterans Affairs. Working in Telecom the last 6 years have provided me the experience of how to avoid and resolve communication failures that lead to poor service.,Communication Specialist
1091,Engineering Technician | Airframe & Powerplant Mechanic | ASEL Pilot | Part 107 UAS Operator & Maintainer | Combat Veteran,Engineering Operator
1092,Sales Order Analyst + (Admin) at Flowserve,Order Analyst
1098,Decorator,Craft Artists - Flag Decorator
1100,Sales Representative at Red Mountain Wholesale Florist,Florist
1101,Software Engineer at Apple,Software Engineer
1102,Life Insurance Broker - North American Senior Benefits,Insurance Broker
1103,Research Associate and Adjunct Professor,C++ Professor
1104,"Biology, Pre-Physician Assistant student at The University of Texas at Austin",Physician's Assistant
1108,Ecommerce supervisor at LC Waikiki,Supervisor
1109,Retired Police Officer,Police Officer
1110,Operations Assistant at The Reserves Network | Heartland Region | Administrative Support | Candidate Compliance | Data Research,Administrative Support Assistant (ASA)
1111,Quality Assurance and Electronics Technician,Quality Assurance Technician
1112,Financial Planning & Analysis Manager at Multi-Color Corporation,Financial Manager
1115,Massage Therapist and Health Coach,Health Coach
1120,Chief Financial Officer,Chief Financial Officer (CFO)
